,Nom,Né le,Département de naissance,Département de mort,nombre de mandat,age en année,premier dpt,élection locale
10636,"Joseph, Edouard de La Motterouge",3 février 1804,Côtes,Côtes,1.0,65.22381930184805, Côtes-du-Nord,False
10637,"Pierre, Claude, Jean-Baptiste Bravard-Veyrières",3 février 1804,Paris,Inconnu,2.0,44.14236824093087, Puy-de-Dôme,False
10638,"Amédée, Alexandre de Roquefeuil",27 janvier 1804,Finistère,Finistère,1.0,45.29226557152635, Finistère,True
10639,"Jules, Etienne, Henri Meiffren-Laugier de Chartrouse",25 janvier 1804,Seine,Inconnu,4.0,51.14305270362765, Bouches-du-Rhône,False
10640,"Eugène, Marie, Joseph Sue",20 janvier 1804,Seine,Haute-Savoie,1.0,46.26967830253251, Seine,True
10641,"Louis, Jean, Baptiste Aurelle de Paladines",9 janvier 1804,Lozère,Yvelines,1.0,66.91581108829568, Allier,False
10642,"Charles, Louis, Ernest Poictevin de La Rochette",9 janvier 1804,Vendée,Loire-Atlantique,3.0,43.6413415468857, Loire-Inférieure,False
10643,"Pierre, Lucien Brard",8 janvier 1804,Charente-Inférieure,Charente-Maritime,1.0,43.72621492128679, Charente-Inférieure,True
10644,"François, Henri, Antoine de Bridieu",7 janvier 1804,Paris,Inconnu,1.0,67.08555783709788, Indre-et-Loire,False
10645,Charles Madet,6 janvier 1804,Allier,Allier,2.0,43.893223819301845, Allier,True
10646,François Jobard,28 décembre 1803,Haute-Saône,Doubs,2.0,30.480492813141684, Haute-Saône,True
10647,Frédéric Charrassin,25 décembre 1803,Ain,Alpes-Maritimes,2.0,46.340862422997944, Saône-et-Loire,False
10648,"Augustin, Claude, Marie Lacroix",20 décembre 1803,Inconnu,Inconnu,3.0,38.71594798083505, Saône-et-Loire,False
10649,"Michel, André Delbrel",19 décembre 1803,Inconnu,Inconnu,2.0,44.34496919917864, Tarn-et-Garonne,False
10650,"Charles, Léon de Lescours",15 décembre 1803,Vienne,Paris,1.0,45.40999315537303, Deux-Sèvres,False
10651,"Albert, Joseph, Hippolyte Plichon",13 décembre 1803,Inconnu,Inconnu,1.0,45.4154688569473, Pas-de-Calais,False
10652,"Pierre, Guillaume Merlin de Maingoval",8 décembre 1803,Nord,Oise,2.0,39.07186858316222, Nord,True
10653,Alfred Canel,1er décembre 1803,Eure,Eure,1.0,45.27857631759069, Eure,True
10654,"Éloi, Théodore Lebreton",1er décembre 1803,Seine-Inférieure,Seine-Maritime,1.0,45.27857631759069, Seine-Inférieure,True
10655,"Edouard, Léon Roger du Nord",28 novembre 1803,Seine,Paris,7.0,30.562628336755647, Nord,False
10656,"Léon, Philippe, Emmanuel, Antoine, Joseph Crestin",21 novembre 1803,Jura,Inconnu,1.0,45.4757015742642, Jura,True
10657,Amédée Guesclin de Beynaguet de Pennautier,20 novembre 1803,Aude,Paris,1.0,48.851471594798085, Puy-de-Dôme,False
10658,"Charles, Pierre, Eugène Laffitte",19 novembre 1803,Seine,Paris,2.0,40.15058179329227, Eure,False
10659,Charles de Surville,15 novembre 1803,Gard,Gard,1.0,45.492128678986994, Gard,True
10660,Bernard Mulé,13 novembre 1803,Haute-Garonne,Haute-Garonne,1.0,44.4435318275154, Haute-Garonne,True
10661,"Etienne, Hippolyte, Paul Rous",9 novembre 1803,Inconnu,Inconnu,1.0,44.616016427104725, Tarn-et-Garonne,False
10662,"Pierre, Charles Guilgot",3 novembre 1803,Vosges,Vosges,1.0,47.0362765229295, Vosges,True
10663,"Ernest, César André",28 octobre 1803,Seine,Paris,2.0,53.648186173853524, Gard,False
10664,"Jules, Jean, François Jacquot Rouhier d'Andelarre",25 octobre 1803,Haute-Saône,Inconnu,5.0,48.34770704996578, Haute-Saône,True
10665,"Ernest, Louis Geoffroy de Villeneuve",20 octobre 1803,Seine,Paris,3.0,48.36139630390144, Aisne,False
10666,Henri Siméon,16 octobre 1803,Paris,Inconnu,3.0,39.97262149212868, Vosges,False
10667,"Louis, Edmond Baume",15 octobre 1803,Var,Paris,1.0,44.52292950034223, Var,True
10668,"Sigismond, Jacques, Eugène de Dietrich",14 octobre 1803,Bas-Rhin,Bas-Rhin,1.0,35.30732375085558, Bas-Rhin,True
10669,"Charles, Joseph, Marie, Marius de Salles",30 septembre 1803,Martinique,Vaucluse,1.0,42.275154004106774, Loiret,False
10670,"Eugène, Marie, Joseph de Grille d'Estoublon",23 septembre 1803,Inconnu,Inconnu,3.0,35.36481861738535, Bouches-du-Rhône,False
10671,"Louis, Auguste, Marie dit Gustave Boucaumont",13 septembre 1803,Allier,Nièvre,2.0,59.71252566735113, Nièvre,False
10672,"Louis, Victor Charlier",10 septembre 1803,Inconnu,Inconnu,1.0,48.39151266255989, Jura,False
10673,"Louis, Adolphe Derriey",10 septembre 1803,Jura,Inconnu,1.0,45.59342915811088, Jura,True
10674,"Léon, Léonard, Joseph Faucher",8 septembre 1803,Haute-Vienne,Inconnu,3.0,42.417522245037645, Marne,False
10675,"Antoine, Pierre Daron",6 septembre 1803,Paris,Inconnu,4.0,68.14784394250513, Saône-et-Loire,False
10676,"François, Honoré de Verninac de Croze",6 septembre 1803,Lot,Inconnu,1.0,42.5845311430527, Corrèze,False
10677,"Louis, Auguste Boudet",28 août 1803,Seine,Dordogne,2.0,60.90622861054072, Dordogne,False
10678,"Edouard, Marie, Pierre de Morgan",15 août 1803,Somme,Paris,2.0,53.8507871321013, Somme,True
10679,"Nicolas, Auguste Legros-Dévot",15 août 1803,Inconnu,Inconnu,1.0,45.74401095140315, Pas-de-Calais,False
10680,"Florestan, Charles Bonnaire",10 août 1803,Charente,Alpes-Maritimes,1.0,41.223819301848046, Cher,False
10681,"Alexandre, Auguste d'Haubersaert",8 août 1803,Nord,Paris,3.0,31.665982203969882, Nord,True
10682,"François, Marie, Emile, Fortuné Vezin",8 août 1803,Aveyron,Aveyron,2.0,44.709103353867214, Aveyron,True
10683,"Louis, Antoine Garnier-Pagès",10 juillet 1803,Paris,Inconnu,5.0,38.91854893908282, Eure,False
10684,"Jean, Joseph, Antoine Barbaroux",8 juillet 1803,Var,Var,1.0,67.98631074606433, Var,True
10685,"Antoine, Marie, Hyacinthe, Ernest de Fournas",8 juillet 1803,Morbihan,Morbihan,1.0,44.71184120465435, Morbihan,True
10686,Théodore de Quatrebarbes,8 juillet 1803,Inconnu,Inconnu,1.0,42.42299794661191, Maine-et-Loire,False
10687,"François, Henri, Alexandre Conneau",4 juillet 1803,Haute-Corse,Inconnu,3.0,48.89801505817933, Somme,False
10688,Hippolyte Martinetz,1er juillet 1803,,Paris,1.0,45.29226557152635, Seine-Inférieure,False
10689,"Charles, Georges, Marie, Joseph Kestner",30 juin 1803,Haut-Rhin,Haut-Rhin,2.0,44.81587953456537, Haut-Rhin,True
10690,"Auguste, Alphonse Marie",11 juin 1803,Calvados,Gers,1.0,44.46269678302532, Calvados,True
10691,"Louis, Joseph, Théodore Humann",8 juin 1803,Haut-Rhin,Paris,1.0,42.42573579739904, Bas-Rhin,False
10692,"Jean-Pierre, Joseph Toye",26 mai 1803,Lozère,Lozère,1.0,39.285420944558524, Lozère,True
10693,"Joseph, Clément, Irénée de Luppé",23 mai 1803,Inconnu,Inconnu,2.0,44.91991786447639, Lot-et-Garonne,False
10694,"Alphonse, Denis de Loynes",22 mai 1803,Seine,Paris,4.0,35.70431211498973, Loiret,False
10695,"François, Pierre Soubies",21 mai 1803,Hautes-Pyrénées,Hautes-Pyrénées,1.0,45.97946611909651, Hautes-Pyrénées,True
10696,"Hervé, Jean, Florian de Kergorlay",20 mai 1803,Seine,Paris,2.0,48.780287474332646, Manche,False
10697,"Napoléon, Charles, Lucien Murat",16 mai 1803,Paris,Inconnu,2.0,44.93908281998631, Lot,False
10698,"Léon, François, Jean de Maleville",8 mai 1803,Haute-Garonne,Haute-Garonne,9.0,30.87748117727584, Tarn-et-Garonne,False
10699,"Joseph, Napoléon Ney de la Moscowa",8 mai 1803,Seine,Yvelines,1.0,45.77138945927447, Moselle,False
10700,Félix Fournier,2 mai 1803,Loire-Inférieure,Inconnu,1.0,45.21286789869952, Loire-Inférieure,True
10701,"Martial, Joseph dit Armand Noualhier",1er mai 1803,Haute-Vienne,Haute-Vienne,4.0,49.14989733059548, Haute-Vienne,True
10702,"Eugène, Louis, Jean Lecomte",1er mai 1803,Paris,Inconnu,5.0,46.351813826146476, Yonne,False
10703,"Laurent, Jean, Marie de Gouyon de Coypel",20 avril 1803,Morbihan,Morbihan,1.0,48.421629021218344, Morbihan,True
10704,"Nicolas, Frédéric Signard",15 avril 1803,Haute-Saône,Inconnu,2.0,45.02395619438741, Haute-Saône,True
10705,"Jean-Pierre, Victor Carla",8 avril 1803,Lot,Haute-Garonne,1.0,44.720054757015745, Lot,True
10706,Henri Lemulier,6 avril 1803,Paris,Inconnu,1.0,46.209445585215605, Côte-d'Or,False
10707,"Victor, Eugène Ferry",6 avril 1803,Meurthe,Inconnu,1.0,44.8870636550308, Meurthe,True
10708,"Pierre, Auguste Madesclaire",24 mars 1803,Corrèze,Corrèze,2.0,45.08418891170431, Corrèze,True
10709,"François, Christophe, Nicolas, Juvénal Viellard-Migeon",21 mars 1803,Haut-Rhin,Inconnu,1.0,66.17385352498289, Haut-Rhin,True
10710,"Théodore, Marie, Germain Denat",20 mars 1803,Ariège,Ariège,2.0,65.15811088295688, Ariège,True
10711,"Joseph, Charles, Maurice Mathieu de la Redorte",20 mars 1803,Seine,Paris,6.0,31.255304585900067, Aude,False
10712,"Alexandre, Louis, Armand Coeuret de Nesle",18 mars 1803,Calvados,Cher,4.0,53.76043805612594, Cher,False
10713,"Antoine, Joseph Viox",16 mars 1803,Meurthe,Yvelines,2.0,45.106091718001366, Meurthe,True
10714,"Armand, Pierre, Emile Landrin",15 mars 1803,Yvelines,Inconnu,1.0,45.1088295687885, Seine-et-Oise,False
10715,"Melchior, Alcide Febvrel",11 mars 1803,Vosges,Vosges,1.0,45.52498288843258, Vosges,True
10716,"Marie, Augustin Lubbert",10 mars 1803,Inconnu,Inconnu,1.0,44.55578370978782, Gironde,False
10717,"Achille, Félicité Goulhot de Saint-Germain",21 février 1803,Seine,Manche,1.0,46.223134839151264, Manche,False
10718,Adrien Leroy de la Tournelle,20 février 1803,Ain,Inconnu,3.0,37.6974674880219, Ain,True
10719,"Charles, Marie, Tanneguy Duchatel",19 février 1803,Seine,Paris,11.0,30.00684462696783, Charente-Inférieure,False
10720,"Adolphe, Claude, François Bert",17 février 1803,Isère,Isère,2.0,39.553730321697465, Isère,True
10721,"Edgar, Jean, Louis Quinet",17 février 1803,Ain,Yvelines,3.0,45.18001368925393, Ain,True
10722,"Hervé, François, Charles de Saint-Germain",16 février 1803,Calvados,Manche,6.0,46.23682409308692, Manche,False
10723,Raymond de Ségur d'Aguesseau,11 février 1803,Seine,Hautes-Pyrénées,1.0,45.52772073921971, Hautes-Pyrénées,False
10724,"Jacques, François Dupont dit Dupont de Bussac",7 février 1803,Seine,Paris,2.0,44.8104038329911, Charente-Inférieure,False
10725,"Géry, Eugène Heddebault",5 février 1803,Nord,Nord,1.0,44.97741273100616, Nord,True
10726,"Jacques, Antoine Baudet-Lafarge",28 janvier 1803,Inconnu,Inconnu,1.0,45.23477070499658, Puy-de-Dôme,False
10727,"Louis, Numa, Epaminondas, Justinien, Décius, Aristide de Salis-Haldenstein",27 janvier 1803,Nord,Moselle,1.0,46.29158110882957, Moselle,False
10728,"Jacques, Philippe Pérouse",26 janvier 1803,Gard,Gard,2.0,53.97946611909651, Gard,True
10729,"Yves, Jean, Marie Tassel",24 janvier 1803,Côtes,Côtes,2.0,44.07392197125257, Côtes-du-Nord,False
10730,"Henri, Louis, Espérance des Acres de l'Aigle",3 janvier 1803,Seine,Paris,3.0,35.92881587953457, Oise,False
10731,"Jean-Baptiste, Antoine Dorlan",3 janvier 1803,Bas-Rhin,Bas-Rhin,1.0,45.14715947980835, Bas-Rhin,True
10732,"Edouard, François Buon",30 décembre 1802,Sarthe,Paris,1.0,31.718001368925393, Sarthe,True
10733,"Timoléon, Louis, Auguste, Horace, Sydney Taillefer",27 décembre 1802,Dordogne,Paris,5.0,43.03353867214237, Dordogne,True
10734,Paul de Chazot,26 décembre 1802,Orne,Orne,2.0,55.42505133470226, Orne,True
10735,"Achille, Nicolas Deshayes",23 décembre 1802,Moselle,Paris,1.0,45.333333333333336, Moselle,True
10736,"Louis, Pierre, François Rouvre",15 décembre 1802,Aube,Paris,2.0,73.38261464750171, Aube,True
10737,"Jules, Polydore Le Marois",15 décembre 1802,Seine,Paris,3.0,31.515400410677618, Manche,False
10738,"Honoré, Théodoric, Paul, Joseph d'Albert de Luynes",15 décembre 1802,Seine,Inconnu,2.0,45.35523613963039, Seine-et-Oise,False
10739,"Jean, Eugène Laurent",14 décembre 1802,Morbihan,Morbihan,1.0,38.60917180013689, Morbihan,True
10740,Amédée de Noailhan,24 novembre 1802,Ariège,Inconnu,1.0,68.68720054757016, Ariège,True
10741,Louis-Paul Sevaistre,23 novembre 1802,Seine-Inférieure,Eure,2.0,45.4154688569473, Eure,False
10742,Jean-Charles Besnard,23 novembre 1802,Calvados,Paris,1.0,45.4154688569473, Calvados,True
10743,"Pierre, Jules Baroche",18 novembre 1802,Seine,Inconnu,3.0,45.02395619438741, Charente-Inférieure,False
10744,"François, Adolphe Chambolle",13 novembre 1802,Vendée,Paris,6.0,35.885010266940455, Vendée,True
10745,"Adolphe, Clément, Joseph Delespaul",11 novembre 1802,Nord,Paris,6.0,31.60848733744011, Nord,True
10746,"Victor, Ambroise Lanjuinais",5 novembre 1802,Seine,Paris,7.0,34.91854893908282, Loire-Inférieure,False
10747,"Michel, Benoît Poisat",2 novembre 1802,Ain,Paris,2.0,40.56947296372348, Ain,True
10748,Benoît Fourneyron,1er novembre 1802,Loire,Paris,1.0,46.280629705681044, Loire,True
10749,"François, Antoine Schneider",23 octobre 1802,Meurthe,Inconnu,1.0,39.87405886379192, Saône-et-Loire,False
10750,"Nicolas, Firmin Pougeard",23 octobre 1802,Charente,Charente,2.0,45.50034223134839, Charente,True
10751,"Louis, Ludovic Vitet",18 octobre 1802,Seine,Paris,8.0,31.904175222450377, Seine-Inférieure,False
10752,"Eugène, Louis Cavaignac",15 octobre 1802,Seine,Sarthe,4.0,45.52224503764545, Lot,False
10753,"Raymond, Calixte, Xavier Dufaur",13 octobre 1802,Basses-Pyrénées,Pyrénées-Atlantiques,1.0,68.8021902806297, Basses-Pyrénées,True
10754,"Louis, Constant, Jacques Carl",10 octobre 1802,Bas-Rhin,Martinique,2.0,34.502395619438744, Bas-Rhin,True
10755,"Auguste, Pierre Cabias",1er octobre 1802,Rhône,Inconnu,1.0,50.71047227926078, Rhône,True
10756,"Jules, David Pagezy",28 septembre 1802,Hérault,Hérault,1.0,60.67077344284736, Hérault,True
10757,"Napoléon, Hector Soult de Dalmatie",18 septembre 1802,Seine,Paris,7.0,31.756331279945243, Tarn,False
10758,"Pierre, Joseph, Clément, Constant Charrassin",12 septembre 1802,Ain,Rhône,1.0,45.37166324435318, Ain,True
10759,"Théodore, Martin Quinette de Rochemont",7 septembre 1802,Aisne,Paris,6.0,32.93360711841205, Aisne,True
10760,"Augustin, André Gasselin de Fresnay",6 septembre 1802,Sarthe,Sarthe,3.0,45.87268993839836, Sarthe,True
10761,"Hyacinthe, Marie, Augustin Corne",28 août 1802,Nord,Inconnu,6.0,34.620123203285424, Nord,True
10762,"Dominique, Anselme Conte",27 août 1802,Alpes-Maritimes,Alpes-Maritimes,1.0,46.71047227926078, Var,False
10763,"Louis, Paul, Marie Cavelier de Cuverville",27 août 1802,Côtes,Côtes,3.0,46.71047227926078, Côtes-du-Nord,False
10764,"Paul, Antoine, Marie Pamard",24 août 1802,Vaucluse,Vaucluse,3.0,58.959616700889804, Vaucluse,True
10765,"Alfred, Léon Rioult de Neuville",22 août 1802,Calvados,Calvados,1.0,46.724161533196444, Calvados,True
10766,"Wladimir, Nicolas, William Villedieu de Torcy",21 août 1802,Calvados,Paris,3.0,43.383983572895275, Orne,False
10767,"Christophe, Alexis, Adrien de Jussieu",17 août 1802,Loire,Inconnu,1.0,34.65023956194388, Vendée,False
10768,"Jean-Marie, Yves Loyer",7 août 1802,Côtes,Côtes,1.0,45.79329226557152, Côtes-du-Nord,False
10769,"François, Antoine, Napoléon Mazure",6 août 1802,Deux-Sèvres,Deux-Sèvres,1.0,69.14989733059548, Deux-Sèvres,True
10770,"Ernest, Stanislas de Girardin",24 juillet 1802,Seine,Paris,6.0,29.21013004791239, Charente,False
10771,"Louis, Isidore Nachet",20 juillet 1802,Seine,Paris,1.0,45.76043805612594, Aisne,False
10772,"Adolphe, Joseph, Gaspard, Thérèse Flocard de Mépieu",20 juillet 1802,Isère,Paris,3.0,49.61259411362081, Isère,True
10773,"Guillaume, Jules Mermilliod",13 juillet 1802,Seine,Paris,3.0,34.7460643394935, Seine-Inférieure,False
10774,"Alfred Lannes, Comte de Montebello",11 juillet 1802,Paris,Inconnu,1.0,30.272416153319643, Gers,False
10775,Léon Dornès,1er juillet 1802,Paris,Inconnu,1.0,69.56605065023956, Moselle,False
10776,Emile de Girardin,21 juin 1802,Seine,Paris,9.0,32.0, Creuse,False
10777,Ernest Desclozeaux,8 juin 1802,Seine,Var,1.0,43.42505133470226, Hautes-Alpes,False
10778,Victor Foucqueteau,7 juin 1802,Inconnu,Inconnu,1.0,45.79876796714579, Indre-et-Loire,False
10779,"Claude, François, Philibert Tircuy de Corcelle",2 juin 1802,Paris,Inconnu,6.0,36.99110198494182, Orne,False
10780,"Jacques, Louis Hénon",31 mai 1802,Hérault,Inconnu,3.0,49.78781656399726, Rhône,False
10781,Lucien Salmon,30 mai 1802,Moselle,Moselle,1.0,46.954140999315534, Meurthe,False
10782,"Etienne, Louis, Mathieu, Numa Turpin",25 mai 1802,Landes,Landes,2.0,45.91375770020534, Landes,True
10783,"Pierre, Celestin Roux-Lavergne",19 mai 1802,Lot,Inconnu,1.0,45.93018480492813, Ille-et-Vilaine,False
10784,"Charles, Etienne Collignon",16 mai 1802,Moselle,Paris,2.0,43.64955509924709, Meurthe,False
10785,Théophile Bigrel,9 mai 1802,Côtes,Côtes,2.0,46.68583162217659, Côtes-du-Nord,False
10786,"Eugène, Charles, Marie Des Essarts",4 mai 1802,Manche,Calvados,1.0,46.050650239561946, Manche,True
10787,"Jean-Baptiste, Dominique, Henri Lacordaire",2 mai 1802,Tarn,Inconnu,1.0,46.21218343600274, Bouches-du-Rhône,False
10788,Louis Parmentier,27 avril 1802,Hérault,Inconnu,1.0,49.842573579739906, Hérault,True
10789,"François, Jules Devinck",26 avril 1802,Seine,Paris,3.0,49.596167008898014, Seine,True
10790,"Amédée, Benoît Conseil",26 avril 1802,Finistère,Finistère,3.0,49.883641341546884, Finistère,True
10791,"Henri, Charles Roulleaux-Dugage",26 avril 1802,Orne,Orne,4.0,49.84531143052703, Hérault,False
10792,"François, Marie Taillepied de Bondy",23 avril 1802,Seine,Paris,1.0,69.27583846680356, Indre,False
10793,"Daniel, Marie, Hospice Rey",20 avril 1802,Drôme,Drôme,2.0,46.00958247775496, Drôme,True
10794,"Raoul, Gabriel, Jules des Rotours de Cheaulieu",20 avril 1802,Calvados,Calvados,1.0,47.063655030800824, Calvados,True
10795,"Jean-Baptiste, Germain, Augustin Prudhomme",20 avril 1802,Haut-Rhin,Haut-Rhin,2.0,46.00958247775496, Haut-Rhin,True
10796,"Michel, Charles Chégaray",18 avril 1802,Basses-Pyrénées,Paris,6.0,34.98151950718686, Basses-Pyrénées,True
10797,"Antoine, Auguste Barthélemy",18 avril 1802,Seine,Inconnu,2.0,46.01505817932922, Eure-et-Loir,False
10798,"Jules, Henri, Joseph Piéron-Leroy",18 avril 1802,Inconnu,Inconnu,1.0,61.1170431211499, Pas-de-Calais,False
10799,"Joseph, Victor, Antoine, Gabriel de Lacroix",13 avril 1802,Pyrénées-Orientales,Hérault,1.0,32.18891170431211, Pyrénées-Orientales,True
10800,Gustave Bucher de Chauvigné,12 avril 1802,Inconnu,Inconnu,4.0,46.4394250513347, Maine-et-Loire,False
10801,"Louis, Michel Huré",12 avril 1802,Nord,Nord,1.0,45.385352498288846, Nord,True
10802,"Louis, Joseph, Théophile de Langle-Beaumanoir",11 avril 1802,Côtes,Paris,1.0,39.841204654346335, Côtes-du-Nord,False
10803,Louis Lortal,8 avril 1802,Aveyron,Aveyron,1.0,68.99383983572895, Aveyron,True
10804,"Jean, Hubert Houel",4 avril 1802,Vosges,Vosges,2.0,46.053388090349074, Vosges,True
10805,"Alphonse, Edouard Lefort-Gonssollin",24 mars 1802,Seine,Alpes-Maritimes,2.0,43.794661190965094, Seine-Inférieure,False
10806,"François, Christophe, Edmond Kellermann",14 mars 1802,Seine,Paris,3.0,36.8870636550308, Haute-Garonne,False
10807,"Michel, Hippolyte Sartin",13 mars 1802,Allier,Lieu,1.0,47.167693360711844, Allier,True
10808,"Jacques, Edouard Reverchon",9 mars 1802,Inconnu,Inconnu,1.0,45.637234770705, Saône-et-Loire,False
10809,Herman de Tréville,28 février 1802,Aude,Paris,1.0,69.4236824093087, Aude,True
10810,"Adolphe, Valentin Moreau",27 février 1802,Meuse,Meuse,1.0,46.15195071868583, Meuse,True
10811,Victor Hugo,26 février 1802,Doubs,Paris,3.0,46.10814510609172, Seine,False
10812,"Alfred, Eugène Cordier de Montreuil",16 février 1802,Seine,Eure,2.0,46.182067077344286, Eure,False
10813,"Gustave, Auguste la Bonninière de Beaumont",16 février 1802,Sarthe,Inconnu,5.0,37.82614647501711, Sarthe,True
10814,"Henri, Charles, Joseph Savoye",13 février 1802,Inconnu,Inconnu,1.0,47.24435318275154, Haut-Rhin,False
10815,"Justin, Prudent de Chasseloup-Laubat",10 février 1802,Seine,Paris,1.0,46.61190965092403, Seine-Inférieure,False
10816,"Etienne, Vincent Arago",9 février 1802,Pyrénées-Orientales,Paris,2.0,45.63997262149213, Pyrénées-Orientales,True
10817,"Jacques, François, Augustin Guillaumin",5 février 1802,Cher,Inconnu,4.0,54.63655030800821, Cher,True
10818,"Guillaume, Majan, Adolphe Dilhan",5 février 1802,Gers,Inconnu,2.0,40.35044490075291, Ariège,False
10819,Antoine Richard dit du Cantal,3 février 1802,Cantal,Paris,2.0,46.143737166324435, Cantal,True
10820,"Adrien, Marie Devienne",2 février 1802,Rhône,Inconnu,2.0,42.91581108829569, Rhône,True
10821,"Léonidas, Louis, Marie, Joseph Baron",20 janvier 1802,Vendée,Vendée,2.0,42.09445585215606, Vendée,True
10822,"Prosper, Charles Mouraud",19 janvier 1802,Ain,Rhône,1.0,46.25872689938399, Rhône,False
10823,"Charles, Gaspard Contaut",11 janvier 1802,Vosges,Vosges,1.0,68.75017111567419, Vosges,True
