,Département de naissance,Département de mort,Nom
0,Seine,Ariège,"Pierre, Victor, Henri, César de Laffitte-Falentin de Saintenac"
0,Seine,Paris,"César, Auguste Ginoux-Defermon"
0,Inconnu,Inconnu,"Edouard, Charles de Sonnier"
0,Haute-Garonne,Haute-Garonne,"François, Camille Roques"
0,Vendée,Vendée,Louis Godet de la Riboulerie
0,Basses-Pyrénées,Pyrénées-Atlantiques,"Jean-Pierre, Eudore Destandau"
0,Orne,Orne,Emile Deshayes de Marcère
0,Inconnu,Inconnu,"Emile, Marie, Antoine Revest"
0,Seine,Nord,"Charles, Joseph Mention"
0,Aube,Inconnu,"Joseph, Félix, Gustave Saussier"
0,Haut-Rhin,Inconnu,"Marie, Antoine, Edouard Rencker"
0,Seine,Paris,"Louis, Edmond Sallard"
0,Seine,Paris,"Alfred, Louis, Edouard André"
0,Yonne,Allier,Charles Martenot
0,Paris,Inconnu,"Jean-Baptiste, Alexandre, Damase de Chaudordy"
0,Savoie,Savoie,"Louis, François Bérard-Blay"
0,Inconnu,Inconnu,"Edmond, Charles, Philippe Ansart Rault du Fiesnet"
0,Seine,Paris,Charles Lambert de Sainte-Croix
0,Hautes-Pyrénées,,"Jacques, Henri Darnaudat"
0,Basses-Pyrénées,Pyrénées-Atlantiques,"Jacques, Hyacinthe, Théodore Pradet-Balade"
0,Haute-Savoie,Paris,"Joseph, Jules, Pierre Philippe"
0,Aveyron,Paris,"Jean, Joseph Delsol"
0,Paris,Inconnu,"Léon, Théophile Chevreau"
0,Nièvre,Paris,Philippe la Beaume de Bourgoing
0,Paris,Inconnu,Charles Guinot
0,Inconnu,Inconnu,"Luc, Bertrand, Marie Christophle"
0,Mayenne,Mayenne,Augustin Boullier de Branche
0,Inconnu,Inconnu,"Louis, Arthur Le Moyne de La Borderie"
0,Gironde,Gironde,"Jean-Baptiste, Ernest Lalanne"
0,Paris,Inconnu,"Pierre, Emmanuel Tirard"
0,Inconnu,Inconnu,Louis Mathey
0,Côtes,Morbihan,"Jean, Hubert Bouché"
0,Vendée,Paris,"Arthur, Charles Alquier"
0,Somme,Somme,"Henri, Albert Dauphin"
0,Seine,Eure,"Odon, Charles, Joseph de Chaumont-Quitry"
0,Eure,Eure,"Charles, François, Romain d'Osmoy"
0,Seine,Paris,"Camille, François Raspail"
0,Nord,Nord,"Octave, Joseph d'Hespel"
0,Gironde,Pyrénées-Atlantiques,Adrien Léon
0,Vendée,Inconnu,Alfred Giraud
0,Meurthe,Inconnu,Paul Michaut
0,Finistère,Paris,"Aristide, Louis, Antoine, Maximin, Marie Vallon"
0,Charente,Paris,"François, Pierre dit Marcel Tesnière"
0,Seine,Paris,Paul Frogier de Pontlevoy
0,Aude,Aude,Antoine Marfan
0,Paris,Inconnu,"Jules, André, Joseph Delelis"
0,Bas-Rhin,Inconnu,Charles-Emile Freppel
0,Basses-Pyrénées,Pyrénées-Atlantiques,"Jean, René Cassou"
0,Ain,Ain,"Jacques, Charles, Henri Tondu"
0,Finistère,Paris,"Charles, Maurice, Christophe Guillo Du Bodan"
0,Meurthe,Inconnu,"Jules, Yves, Antoine Duvaux"
0,Manche,Paris,"Paul, Armand Challemel-Lacour"
0,Morbihan,Paris,"Paul, Joseph, François de Perrien"
0,Paris,Inconnu,"Alfred, Barthélemy Brugnot"
0,Hautes-Alpes,Hautes-Alpes,"Barthélémy, Amédée Ferrary"
0,Allier,Cher,Joseph Chantemille
0,Paris,Inconnu,"Félix, Antoine, Henri Le Sergeant de Monnecove"
0,Oise,Yvelines,Joseph Hèvre
0,Nord,Nord,Jules Hiroux
0,Manche,Paris,Emile Lenoël
0,Vienne,Paris,"Pierre, Léandre, Hippolyte Barbedette"
0,Somme,Paris,"Marie, Aimé, Henri Faton de Favernay"
0,Vendée,Vendée,"Paul, Antoine, Charles Bourgeois"
0,Loire-Inférieure,Loire-Atlantique,"Pierre, Alfred, Georges, Justin Richard de La Pervanchère"
0,Seine,Paris,"Ernest, Charles, Jean-Baptiste Dumas"
0,Seine,Paris,"Gustave, Jean Lebaudy"
0,Seine,Yvelines,"Léon, Louis, Geneviève Journault"
0,Rhône,Inconnu,"Stanislas, Claude, Victor, Louis Genton"
0,Gard,Gard,"Adolphe, Jacques Bosc"
0,Inconnu,Inconnu,"Jules, Ferdinand Baulard"
0,Allier,Allier,Sosthène Patissier
0,Inconnu,Inconnu,Achille Fanien
0,Isère,Isère,"Camille, Eugène Chaper"
0,Dordogne,Dordogne,"Antoine, Justin Meilhodon"
0,Seine,Inconnu,"Charles, Emmanuel Pineton de Chambrun"
0,Landes,Landes,"Albert, Jean-Marie, Alexandre Boucau"
0,Meurthe,Inconnu,Camille Claude
0,Paris,Inconnu,"William, Henry Waddington"
0,Inconnu,Inconnu,Amédée Girard
0,Moselle,Moselle,"Alfred, Jean, François Mézières"
0,Inconnu,Inconnu,Auguste Paris
0,Paris,Inconnu,"Jean, Gaston Marquiset"
0,Inconnu,Inconnu,"Charles, Félix Lenient"
0,Nord,Nord,Louis Legrand de Lecelles
0,Marne,Marne,"Alfred, Jean, Jules Thomas"
0,Oise,Oise,"Louis, Fernand, Gustave Levavasseur"
0,Côtes,Côtes,"Marin, Jean-Pierre Dagorne"
0,Hérault,Hérault,Eugène Arrazat
0,Mayenne,Sarthe,"Anselme, Maurice Rubillard"
0,Haute-Marne,Haute-Marne,"Jean-Baptiste, Fernand Danelle-Bernardin"
0,Bas-Rhin,Paris,Charles Dietz-Monnin
0,Somme,Paris,Charles Saint
0,Pyrénées-Orientales,Pyrénées-Orientales,Joseph de Gelcen
0,Jura,Paris,"Pierre, Marie, Lucien Arbel"
0,Marne,Marne,Jules Warnier
0,Ardennes,Ardennes,"Emile, Joseph Corneau"
0,Haute-Corse,Paris,Ange-Gaétan Astima
0,Haut-Rhin,Paris,"Pierre, Albert Tachard"
0,Gard,Paris,"Auguste, Edouard Favand"
0,Meurthe,Charente-Maritime,"Alfred, Charles, Antoine, Honoré Vast-Vimeux"
0,Loire,Loire,Jean-Baptiste Cunit
0,Paris,Inconnu,"Charles, Ernest Beulé"
0,Vosges,Vosges,"Edouard, Victor, Stanislas Bresson"
0,Lot,Lot,"Louis, Paul, Arsène Teilhard"
0,Inconnu,Inconnu,Mathieu Bizouard-Bert
0,Doubs,Paris,"Dionys, Louis Ordinaire"
0,Seine,Orne,"Jules, Félix Gévelot"
0,Seine,Paris,"Léon, Jean-Baptiste Say"
0,Haut-Rhin,Inconnu,Camille Dollfus
0,Seine,Inconnu,"François, Jean, Charles Montigny de Jaucourt"
0,Paris,Inconnu,Claudius Guichard
0,Var,Var,"Augustin, Honoré Daumas"
0,Seine,Inconnu,"Victor, Edouard Dalloz"
0,Seine-Inférieure,Paris,"Lucien, Auguste Dautresme"
0,Seine,Inconnu,"Emile, Justin Ménier"
0,Hérault,Hérault,Léon Vitalis
0,Seine,Haute-Saône,"Albert, Augustin Ricot"
0,Martinique,Paris,"John, Alexander, Edgar Dumas de Champvallier"
0,Vosges,Vosges,"Henri, Auguste Varroy"
0,Seine,Sarthe,"Raphaël, Aimé Villedieu de Torcy"
0,Creuse,Haute-Vienne,Jean-Baptiste Ninard
0,Nord,Nord,Félix Le Roy
0,Inconnu,Inconnu,"Edouard, Joseph Sens"
0,Seine,Paris,"Charles, Joseph, Ernest de Bouteiller"
0,Manche,Calvados,"Henri, Charles, François Houyvet"
0,Ardèche,Ardèche,"Joseph, Adolphe Beaussier"
0,Seine,Alpes-Maritimes,Ferdinand Moreau
0,Seine,Pyrénées-Atlantiques,"Louis, Jacques Lacaze"
0,Landes,Landes,Gustave Loustalot
0,Nord,Nord,"Charles, Auguste Merlin"
0,Basses-Alpes,Inconnu,"Oswald, Jean-Baptiste, Michel, Augustin Bouteille"
0,Seine,Paris,"Charles, Adrien, Gustave Duchesne de Gillevoisin de Conegliano"
0,Aisne,Seine-Maritime,"Charles, Félix, Michel Fouquet"
0,Seine,Paris,Jules Bozérian
0,Charente,Gironde,"Charles, François, Joseph Boreau-Lajanadie"
0,Lot,Paris,"Octave, Victor Depeyre"
0,Aisne,Aisne,"Aimé, Henri Leroux"
0,Cher,Cher,Jean Girault
0,Seine,Calvados,Joseph de Cornulier
0,Marne,Marne,"Louis, Victor Diancourt"
0,Moselle,Meuse,"Gabriel, Antoine Royer"
0,Bas-Rhin,Paris,"Edouard, Adrien Bamberger"
0,Haut-Rhin,Haut-Rhin,Alfred Koechlin-Steinbach
0,Bas-Rhin,Bas-Rhin,Joseph Ostermann
0,Seine,Sarthe,"Marie, Charles, Gabriel, Sosthène La Rochefoucauld de Bisaccia"
0,Loire,Paris,"Francisque, Joseph Ramey de Sugny"
0,Paris,Inconnu,Charles Mazeau
0,Haute-Marne,Inconnu,Pierre Bizot de Fonteny
0,Tarn,Lieu,"Charles, Jean, Joseph, Louis Decazes"
0,Seine,Calvados,"Denis, Albert Delacour"
0,Hautes-Pyrénées,Inconnu,Henri Lefèvre
0,Landes,Landes,Jean-Emile Castaignède
0,Jura,Dordogne,"Alfred, Pierre, Victor Lombard"
0,Doubs,Finistère,Louis Vichot
0,Orne,Inconnu,"Edgar, Adolphe, Louis de Ségur-Lamoignon"
0,Aisne,Aisne,"Désiré, Jules Lesguillier"
0,Seine,Haute-Garonne,"Arthur, Eugène Picard"
0,Marne,Marne,Edouard Ponsard
0,Haute-Savoie,Inconnu,"Emile, Olivier Ollivier"
0,Gironde,Gironde,"Bernard, Eugène Dupouy"
0,Mayenne,Mayenne,Ernest Le Chatelain
0,Loire-Inférieure,Loire-Atlantique,Joseph Cheguillaume
0,Seine,Paris,"Charles, Etienne, Gustave Leclerc de Juigné"
0,Yonne,Paris,"Charles, Alphonse Levert"
0,Haute-Vienne,Haute-Vienne,"Jean-Baptiste, Gédéon Charreyron"
0,Nord,Nord,"Auguste, Louis Le Poutre"
0,Inconnu,Inconnu,Etienne Boullay
0,Vendée,Vendée,"Eugène, Pierre de Fontaine"
0,Haute-Vienne,Paris,"Oscar, Charles, Abel Planat"
0,Inconnu,Inconnu,Armand Gaultier de la Guistière
0,Martinique,Paris,"François, Marc Godissart"
0,Aube,Aube,Eugène Bacquias
0,Seine,Paris,Ernest Leclerc de Juigné
0,Finistère,Yvelines,"Paul, Emile, Ange de Forsanz"
0,Nord,Nord,"Alexis, Aimé, Charles, Louis de La Grange"
0,Cher,Cher,"Auguste, Henri Boulard"
0,Seine,Paris,"Joseph, Alfred Cornudet des Chaumettes"
0,Aisne,Paris,"Antoine, Ernest Ringuier"
0,Lot,Aube,"Charles, Marie Doyen"
0,Vendée,Vendée,"Edouard, Jean-Baptiste, Henri Morisson de La Bassetière"
0,Seine,Paris,"François, Ernest Dutilleul"
0,Moselle,Paris,"Charles, Félix Frébault"
0,Haute-Garonne,Charente,"Ernest, Guillaume, Félix, Marie Gellibert des Seguins"
0,Paris,Inconnu,Charles Jenty
0,Creuse,Creuse,"Louis, Etienne Jarrit-Delille"
0,Charente-Inférieure,Charente-Maritime,Frédéric Mestreau
0,Paris,Inconnu,Charles Loysel
0,Seine,Loire-Atlantique,"Emile, François Gaudin"
0,Jura,Yvelines,Louis Lempereur de Saint-Pierre
0,Paris,Inconnu,"Hippolyte, Paul, Emile Franc"
0,Nord,Nord,"Frédéric, Charles d'Arras"
0,Haute-Saône,Paris,Paul Bezanson
0,Ardennes,Ardennes,"Gustave, Adrien Gailly"
0,Manche,Inconnu,"Eugène, Emmanuel, Ernest Halwin de Piennes"
0,Var,Var,Paul Cotte
0,Ain,Ain,"Jean, Théodose Mercier"
0,Indre,Inconnu,Alfred Leconte
0,Inconnu,Inconnu,"Antoine, Gustave Chapuys de Montlaville"
0,Inconnu,Inconnu,"Antoine, Dieudonné Belle"
0,Calvados,Paris,"Louis, Aymar Joret des Closières"
0,Basses-Alpes,Inconnu,"Jacques, André Paulon"
0,Seine,Calvados,"Conrad, Jacob, Dionys, Cornélis de Witt"
0,Loire-Inférieure,Loire-Atlantique,"Louis, Mathurin Babin-Chevaye"
0,Côtes,Finistère,"Ferdinand, Joseph, Marie Chrestien de Treveneuc"
0,Rhône,Inconnu,Alexis Chavanne
0,Côtes,Côtes,"Joseph, Constant, Michel Deroyer"
0,Oise,Oise,Charles Boudeville
0,Dordogne,Paris,"Edouard, Guillaume Bonnet-Duverdier"
0,Seine,Paris,"Charles, Marie de Faucigny-Lucinge"
0,Gironde,Gironde,"Philippe, Marie, Joseph de Carayon-Latour"
0,Seine,Paris,"Alexandre, Louis, Marie Mac Donald de Tarente"
0,Seine,Paris,"Adolphe, Ernest Fould"
0,Inconnu,Inconnu,"Jacques, Hippolyte, Paul Maunoury"
0,Allier,Cher,Michel Bellot
0,Loire-Inférieure,Paris,"Alphonse, Alfred Haentjens"
0,Yonne,Paris,Jules Mathé
0,Vendée,Paris,"Emile, Jacques, Amand Beaussire"
0,Lozère,Lozère,Amédée Monteils
0,Seine-Inférieure,Alpes-Maritimes,"Auguste, Pierre Trouard-Riolle"
0,Nièvre,Inconnu,"François, Auguste Augère"
0,Moselle,Inconnu,Jean Joxé
0,Isère,Isère,"Louis, Sabin Riondel"
0,Allier,Allier,"Marcellin, François Simonnet"
0,Gironde,Inconnu,"Jean, Théoxène Roque de Filhol"
0,Charente,Pyrénées-Atlantiques,André Duclaud
0,Lot,Paris,"Auguste, Bertrand, François, Joseph, Marie, Désiré Dufour"
0,Italie,Inconnu,"Gabriel, Louis de Saint-Victor"
0,Bas-Rhin,Inconnu,Charles Boch
0,Côtes,Côtes,Pierre Le Moign
0,Ardennes,Paris,Théophile Neveux
0,Gers,Ardennes,"Joseph, Nelson Soye"
0,Mayenne,Inconnu,Alexandre Fairé
0,Inconnu,Inconnu,"Laure, Gustave de Laffitte de Lajoannenque"
0,Haute-Vienne,Haute-Vienne,"Louis, Paul, Emile Codet"
0,Paris,Inconnu,"Henri, Antoine, Marie Germain"
0,Inconnu,Inconnu,"Jean-Jacques, Antoine, Emile Duréault"
0,Allier,Allier,"Armand, Etienne Méplain"
0,Seine,Paris,"Eugène, Marie, Victor Rendu"
0,Aube,Inconnu,"Théophile, Nicolas Noblot"
0,Paris,Inconnu,"Paul, Eugène Remoiville"
0,Paris,Inconnu,"Joseph, Pierre Magnin"
0,Yonne,Aube,"Casimir, Laurent Michou"
0,Seine-Inférieure,Paris,"Pierre, Rémy Corneille"
0,Haute-Vienne,Inconnu,"Pierre, Paul Bardon"
0,Guadeloupe,Paris,Melvil Bloncourt
0,Essonne,Inconnu,"Charles, Gabriel, Félicité Martin des Pallières"
0,Allier,Allier,"Bernard, Honoré Préveraud"
0,Nord,Nord,"Emile, Louis, Lucien Massiet du Biest"
0,Landes,Landes,Alexandre de Cardenau de Borda
0,Loire-Inférieure,Paris,"Charles, Célestin, Joseph Thoinnet de la Turmelière"
0,Lot,Paris,"Pierre, Antoine, Simon Pagès-Duport"
0,Seine,Paris,"Edme, Armand, Gaston d'Audiffret-Pasquier"
0,Doubs,Bas-Rhin,Alphonse Hochstuhl
0,Gers,Gers,"Bertrand, Victor, Onésime Luro"
0,Gard,Inconnu,"Ferdinand, François, Charles Boyer"
0,Nord,Paris,"Désiré, Philippe, Joseph Debuchy"
0,Ain,Ain,"Joseph, Camille Chaley"
0,Yonne,Yonne,"Pierre, Arsène, Onésime Duguiot ou Duguyot"
0,Somme,Somme,"Charles, Robert, Marie, Guillaume de France d'Hésecques"
0,Hérault,Hérault,Albert Castelnau
0,Alpes-Maritimes,Inconnu,Gaspard Medecin
0,Lieu,Inconnu,"Auguste, Abraham Rolland"
0,Seine,Paris,"Bernard, Louis, Célestin Montaut"
0,Jura,Jura,Albert Grévy
0,Corrèze,Paris,"Pierre, Marie, Guillaume Maillard"
0,Basses-Pyrénées,Pyrénées-Atlantiques,"Amédée, Simon, Gratien de Laborde-Noguez"
0,Seine,Inconnu,"Benjamin, François, Vincent Raspail"
0,Jura,Inconnu,"Désiré, Jean Barodet"
0,Charente-Inférieure,Charente-Maritime,"Eugène, René, François Eschassériaux"
0,Yonne,Loire-Atlantique,"Julien, Henri Busson-Billault"
0,Isère,Inconnu,Alexandre Jullien
0,Paris,Inconnu,"Raphaël, Louis Bischoffsheim"
0,Loiret,Manche,"Jean-Marie, Félix du Temple de la Croix"
0,,Paris,"Pierre, Frédéric Rouilly"
0,Drôme,Drôme,Eugène Servan
0,Seine,Paris,Léon Laurent-Pichat
0,Var,Yvelines,Marius Bianchi
0,Seine-Inférieure,Seine-Maritime,"Louis, Charles, Alexandre Estancelin"
0,Vaucluse,Vaucluse,"Louis, Cyprien Poujade"
0,Gironde,Inconnu,"Jérôme, Frédéric, Paul David"
0,Seine,Paris,Edmond de Hault de Pressensé
0,Gironde,Gironde,Alcée Froin
0,Seine,Var,"Gustave, Paul Cluseret"
0,Drôme,Drôme,"Jean-Pierre, Henri Lamorte"
0,Ardèche,Paris,"Louis, Privat, Camille Vielfaure"
0,Haute-Corse,Haute-Corse,François de Montera
0,Rhône,Inconnu,"Joannès, Jean, Marie Terme"
0,Haute-Corse,Haute-Corse,"Sampiero, Jean, Augustin Gavini"
0,Sarthe,Yvelines,"Stanislas, Charles Daniel de Vauguyon"
0,Rhône,Inconnu,"Henri, Laurent, Auguste Dugas"
0,Seine,Essonne,"Julien, Henri Chevreau"
0,Gironde,Gironde,Bernard Roudier
0,Indre,Inconnu,"Ernest, François, Joseph Deusy"
0,Charente-Inférieure,Charente-Maritime,Eutrope Dupon
0,Nord,Paris,"Victor, Jules, Dunon Cirier"
0,Seine,Paris,Ambroise Vente
0,Paris,Inconnu,Eugène Janvier de la Motte
0,Seine,Paris,"Napoléon, Louis, Marie, Hélène Gourgaud"
0,Ardennes,Paris,Antoine Chanzy
0,Isère,Inconnu,"Pierre, Louis, Jérôme, Gustave de Combarieu"
0,Basses-Pyrénées,Paris,"Joseph, Anatole Bosquillon de Frescheville"
0,Inconnu,Inconnu,"Jules, Benoît Logerotte"
0,Somme,Inconnu,"Porphyre, Henri Labitte"
0,Inconnu,Inconnu,Pierre Chabrié
0,Tarn,Paris,"Constant, Louis Jaurès"
0,Landes,Inconnu,"Henri, Pierre, Edmond Dufaur de Gavardie"
0,Yonne,Yonne,"Edme, Charles, Philippe Lepère"
0,Côtes,Côtes,"Auguste, Pierre Le Provost de Launay"
0,Deux-Sèvres,Yvelines,Pierre Denfert-Rochereau
0,Paris,Inconnu,"Armand, Félix Fresneau"
0,Meuse,Meuse,"Charles, Jean, Victor Buvignier"
0,Seine-Inférieure,Paris,"Henri, Paul, Marie Didier"
0,Ardèche,Paris,"Arthur, Jean, Marie Chalamet"
0,Vaucluse,Inconnu,"Marie, Joseph, Alcide Teissier de Cadillan"
0,Landes,Hautes-Pyrénées,"Jean, Joseph, Marie, Eugène Adnet"
0,Tarn,Tarn,Jean-Baptiste Héral
0,Inconnu,Inconnu,"Charles, Ferdinand, Pierre du Camboust de Coislin"
0,Meurthe,Inconnu,"Charles, Nicolas Lacretelle"
0,Haute-Garonne,Inconnu,"Henri, Léopold, Charles de Sers"
0,Inconnu,Inconnu,"Louis, Marius Astouin"
0,Inconnu,Inconnu,"Jean, Joseph, Dominique, Hermaud Sarrette"
0,Ain,Inconnu,"Pierre, Ernest Pinard"
0,Haute-Garonne,Pyrénées-Atlantiques,Henri Haulon
0,Meuse,Haute-Marne,"Henri, Charles, Louis de Beurges"
0,Inconnu,Inconnu,"Xavier, Jules, Marie Bouquet"
0,Seine,Paris,Antonin Vilcocq
0,Nord,Paris,"Emile, Anatole Bottieau"
0,Jura,Rhône,Sébastien Commissaire
0,Inconnu,Inconnu,"Napoléon, Jérôme Bonaparte"
0,Indre,Corrèze,Arthur Le Cherbonnier
0,Loiret,Paris,"Alexandre, Eugène Caillaux"
0,Haute-Vienne,Paris,"Alfred, Pierre, Théodore Talandier"
0,Ain,Paris,Edmond Tiersot
0,Ardèche,Paris,"Charles, André Seignobos"
0,Haute-Savoie,Inconnu,"César, Alexandre, Anatole Bartholoni"
0,Dordogne,Paris,Jean-Baptiste Lafon de Fongaufier
0,Seine,Paris,"Charles, Alfred de Janzé"
0,Loiret,Finistère,"François, Emile Villiers"
0,Vaucluse,Vaucluse,"Félicien, Jacques, Augustin Barcilon"
0,Eure,Paris,Charles Dupont de l'Eure
0,Paris,Inconnu,"Roger, Adrien de Riencourt"
0,Eure,Paris,"André, Germain, Casimir Prétavoine"
0,Moselle,Haute-Garonne,"Gustave, Amédée Humbert"
0,Inconnu,Inconnu,"François, Philibert Gilliot"
0,Manche,Inconnu,Charles Leclère
0,Paris,Inconnu,"Raymond, Henri Noubel"
0,Ain,Ain,"Lucien, Henri, Louis Brun"
0,Manche,Manche,"Gustave, Paul Rauline"
0,Drôme,Paris,Antoine-Daniel Chevandier
0,Seine,Inconnu,Frédéric Passy
0,Basses-Alpes,Inconnu,"Césaire, Léon, Amaudric du Chaffault"
0,Inconnu,Inconnu,"Hector, Alexandre Bartoli"
0,Creuse,Creuse,"Eugène, Alexandre Parry"
0,Seine,Paris,"François, Edmond Rattier"
0,Bas-Rhin,Paris,"Marie, Edmond Valentin"
0,Yonne,Paris,"Etienne, Henri Garnier"
0,Inconnu,Inconnu,Jean Chantagrel
0,Aude,Aude,"Jules, Marie, Denis Buisson"
0,Seine,Inconnu,"Joseph, Marie, Mélite Roullet de la Bouillerie"
0,Haute-Garonne,Haute-Garonne,"Pierre, Bernard, Achille Latour"
0,Somme,Somme,"Jean, Félix, Eugène Barailler"
0,Inconnu,Inconnu,"Armand, Félix Rivière"
0,Basses-Pyrénées,Pyrénées-Atlantiques,Patrick O'Quin
0,Gironde,Loiret,"Pierre, Celestin Latour du Moulin"
0,Ardèche,Ardèche,"Désiré, Jean-Baptiste, François Bancel"
0,Paris,Inconnu,"Joseph, Ambroise Bully"
0,Finistère,Finistère,"Henri, Pierre, Charles Ponthier de Chamaillard"
0,Seine,Paris,"Jules, Joseph Portalis"
0,Nord,Nord,Achille Screpel
0,Nièvre,Nièvre,"Jean, Placide Turigny"
0,Seine,Inconnu,"Henri, Eugène, Philippe d'Orléans Duc d'Aumale"
0,Haut-Rhin,Paris,Frédéric Hartmann
0,Indre,Indre,Raoul Charlemagne
0,Seine,Paris,"Ernest, Louis, Joseph Picard"
0,Inconnu,Inconnu,Théobald de Soland
0,Oise,Oise,"Delphe, Auguste Labitte"
0,Var,Paris,"Charles, Marie Brun"
0,Seine,Paris,"Aldebert, Joseph, Dominique Pineton de Chambrun"
0,Jura,Ardennes,Honoré Reverchon
0,Hautes-Alpes,Paris,"Cyprien, Bernard Chaix"
0,Vosges,Paris,Nicolas Claude
0,Haute-Garonne,Haute-Garonne,Gabriel Lacoste de Belcastel
0,Finistère,Finistère,Joseph Nédellec
0,Lozère,Gard,"Jacques, Louis Laget"
0,Charente,Charente,Jean Marrot
0,Nord,Yvelines,"Charles, Auguste Lefebvre"
0,Eure,Inconnu,Alexandre Papon
0,Côtes,Côtes,"Joseph, Laurent Hillion"
0,Morbihan,Morbihan,"François, Marie Jollivet de Castellot"
0,Isère,Yvelines,"Louis, Laurent, Gabriel de Mortillet"
0,Finistère,Inconnu,Charles Emile Alexandre
0,Hautes-Pyrénées,Paris,"François, Tiburce Féraud"
0,Seine,Inconnu,"Pierre, Napoléon Dupont-Delporte"
0,Seine,Paris,"Louis, Jules, Ernest Denormandie"
0,Seine,Paris,"Charles, François, Hervé Mangon"
0,Basses-Alpes,Inconnu,Eugène Michel
0,Haute-Loire,Loire,"Claude, Auguste Jouve"
0,Inconnu,Inconnu,Adolphe Fraissinet
0,Cantal,Paris,"Raymond, Martial Bastid"
0,Loire-Inférieure,Inconnu,"Olivier, Charles, Marie de La Poèze"
0,Côtes,Paris,Jean-François Huon
0,Seine,Paris,"Jacques, Victor, Albert de Broglie"
0,Hérault,Paris,"François, Maximin Valentin"
0,Seine,Pyrénées-Atlantiques,"Albert, Pierre de Dalmas"
0,Vendée,Vendée,Emile Rouillé
0,Inconnu,Inconnu,"Séverin, Paul Abbatucci"
0,Seine,Pyrénées-Atlantiques,"Gustave, Louis Jametel"
0,Nord,Nord,Jules Deregnaucourt
0,Haute-Loire,Haute-Loire,"Pierre,Marie, Henri Vinay"
0,Haute-Vienne,Haute-Vienne,"Eugène, Jean, François, Pascal Pressat"
0,Seine,Essonne,Jacques de Pourtalès
0,Ardennes,Ardennes,Auguste Philippoteaux
0,Seine,Paris,"Charles, Théophile de Plazanet"
0,Hérault,Hérault,"Jean-Marie, Henri de Grasset"
0,Seine,Paris,Anatole de La Forge
0,Seine,Inconnu,Alexandre Robinet de La Serve
0,Gard,Lieu,Félix de Tarteron
0,Inconnu,Inconnu,Louis Florent-Lefebvre
0,Cher,Paris,"Louis, Auguste Cadet"
0,Inconnu,Inconnu,"Honoré, Didier Roux"
0,Loire,Rhône,"Pierre, Eugène Flottard"
0,Calvados,Calvados,"Paul, Louis Target"
0,Seine,Paris,Emile Trélat
0,Meuse,Paris,"Henri, Raymond Bompard"
0,Morbihan,Inconnu,"Charles, Donatien, Amédée de Gouvello"
0,Paris,Inconnu,"Antoine, Anne-Marie Bard"
0,Gard,Gard,"Théodore, Jules, Joseph Cazot"
0,Marne,Marne,"Jean, Simon Dauphinot"
0,Eure,Eure,Jean-Louis Lepouzé
0,Seine,Inconnu,"Auguste, Antoine de Fourment"
0,Nord,Nord,"Jean-Baptiste, Louis Trystram"
0,Seine,Paris,Emile Ferry
0,Aisne,Aisne,"François, Adrien, Ferdinand Malézieux"
0,Jura,Inconnu,"Lionel, Hippolyte, Alexandre, Paul de Toulongeon"
0,Seine-Inférieure,Seine-Maritime,"Nicolas, Jules Grout"
0,Ardèche,Ardèche,"Louis, Clovis Vernet"
0,Bas-Rhin,Inconnu,"Charles, Gustave, Albert Boell"
0,Gironde,Gironde,François Lalande
0,Hautes-Alpes,Alpes-Maritimes,"Paul, Eugène Bontoux"
0,Gard,Gard,Léonce Destremx
0,Paris,Inconnu,Jean-Claude Colfavru
0,Ariège,Ariège,"Gaston, Paul Verbigier de Saint-Paul"
0,Loire-Inférieure,Loire-Atlantique,"Edmond, Pierre Doré-Graslin"
0,Haute-Loire,Inconnu,"Pierre, Marie, Alexandre de Lagrevol"
0,Deux-Sèvres,Vienne,"Jean, Henri Prévost-Sansac de Touchimbert"
0,Sarthe,Sarthe,"Michel, Marcellin Vétillart"
0,Côtes,Côtes,"Charles, Julien Rioust de Largentaye"
0,Hérault,Paris,"Emile, Hercule Vernhes"
0,Haute-Corse,Paris,Denis Gavini
0,Savoie,Yvelines,"Achille, Constantin, Antide Viallet"
0,Seine,Alpes-Maritimes,"Charles, Marie de Bryas"
0,Deux-Sèvres,Paris,Alfred Monnet
0,Gers,Inconnu,"Jean-Baptiste, Augustin Dumon"
0,Inconnu,Inconnu,"Pierre, François Brasme"
0,Seine,Paris,Emile Carrey
0,Deux-Sèvres,Vienne,"Emile, Louis, Marie Aymé de la Chevrelière"
0,Vosges,Paris,"Maurice, Claude Aubry"
0,Gironde,Nord,"Alphonse, Louis, Ferdinand Bergerot"
0,Inconnu,Inconnu,Henri Bordet
0,Haute-Garonne,Inconnu,"Paul, Antoine, François Dussaussoy-Hubert"
0,Seine-Inférieure,Seine-Maritime,"Augustin, Thomas Pouyer-Quertier"
0,Loire-Inférieure,Loire-Atlantique,Théobald Dezanneau
0,Gironde,Lieu,Adrien Bonnet
0,Haute-Marne,Inconnu,Jean-Baptiste Boichot
0,Eure,Paris,"Ernest, Amand Chevalier"
0,Inconnu,Inconnu,"Aristide, Pierre, Hercule Nioche"
0,Paris,Inconnu,"César, Florimond de Fay de La Tour-Maubourg"
0,Isère,Isère,Jean-Pierre Joliot
0,Vienne,Vienne,"Marc, Gusman Serph"
0,Hérault,Tarn,Joseph Fourcade
